Target Distance: 100, Step Size: 5
(x,y)=(-9.9281, 35.175)
(x,y)=(-7.07906, 36.1147)
(x,y)=(-9.50609, 34.3513)
(x,y)=(-10.5584, 31.5419)
(x,y)=(-11.8549, 34.2473)
(x,y)=(-13.6075, 31.8124)
(x,y)=(-14.3818, 28.9141)
(x,y)=(-13.8666, 25.9586)
(x,y)=(-14.8441, 28.7949)
(x,y)=(-17.1231, 30.7458)
(x,y)=(-15.0831, 32.9454)
(x,y)=(-12.0861, 32.8128)
(x,y)=(-9.148, 33.4193)
(x,y)=(-6.30737, 32.4545)
(x,y)=(-9.16461, 31.54)
(x,y)=(-7.52149, 34.0501)
(x,y)=(-7.32257, 37.0435)
(x,y)=(-9.05358, 39.4937)
(x,y)=(-9.43747, 36.5183)
(x,y)=(-12.2515, 37.5582)
(x,y)=(-13.1024, 34.6814)
(x,y)=(-10.7392, 32.8333)
(x,y)=(-9.86291, 35.7024)
(x,y)=(-12.8249, 35.2266)
(x,y)=(-10.2793, 36.8139)
(x,y)=(-8.46268, 39.2014)
(x,y)=(-6.27216, 41.2512)
(x,y)=(-8.9238, 42.6543)
(x,y)=(-10.6979, 45.0735)
(x,y)=(-8.30242, 43.2675)
(x,y)=(-10.8196, 41.6355)
(x,y)=(-8.14362, 42.9915)
(x,y)=(-5.14409, 43.0446)
(x,y)=(-6.87509, 45.4949)
(x,y)=(-5.10106, 47.9141)
(x,y)=(-2.37872, 49.1746)
(x,y)=(-3.02412, 52.1044)
The .Test: After 309 steps, the subject has the following locations:
(x,y)=(-3.02412, 52.1044)
 or
(m,a) = (52.1921, 1.62877)
Average outward distance per step = 0.168906
(x,y)=(0.410212, 2.97182)
(x,y)=(1.58578, 5.7319)
(x,y)=(4.51265, 6.39026)
(x,y)=(7.21225, 7.69876)
(x,y)=(7.43775, 4.70725)
(x,y)=(8.28874, 1.83047)
(x,y)=(6.47208, 4.21789)
(x,y)=(9.08552, 2.74483)
(x,y)=(6.33068, 3.9326)
(x,y)=(3.6196, 2.64805)
(x,y)=(6.59659, 3.01886)
(x,y)=(7.05935, 0.054767)
(x,y)=(10.0476, 0.319963)
(x,y)=(13.0359, 0.585159)
(x,y)=(10.7917, -1.40574)
(x,y)=(12.3222, 1.17447)
(x,y)=(11.7288, 4.11518)
(x,y)=(11.0059, 1.20358)
(x,y)=(13.6193, -0.269486)
(x,y)=(11.1923, -2.03287)
(x,y)=(13.752, -3.59752)
(x,y)=(15.7725, -5.81507)
(x,y)=(12.9678, -6.87988)
(x,y)=(15.5275, -8.44453)
(x,y)=(16.9189, -5.78672)
(x,y)=(19.4505, -7.39644)
(x,y)=(21.2245, -4.97718)
(x,y)=(19.9041, -7.671)
(x,y)=(22.7448, -8.63579)
(x,y)=(20.1057, -10.0624)
(x,y)=(19.9597, -7.06599)
(x,y)=(22.9568, -7.19863)
(x,y)=(21.3583, -9.73729)
(x,y)=(24.3525, -9.92296)
(x,y)=(22.3717, -12.176)
(x,y)=(24.6679, -14.1066)
(x,y)=(27.6562, -13.8414)
(x,y)=(27.749, -10.8428)
(x,y)=(25.1894, -12.4076)
(x,y)=(22.3942, -11.3181)
(x,y)=(20.1324, -9.34716)
(x,y)=(20.1722, -6.34742)
(x,y)=(21.7027, -3.76722)
(x,y)=(18.7225, -4.11166)
(x,y)=(21.1805, -5.83173)
(x,y)=(20.4318, -2.92666)
(x,y)=(19.3545, -0.126732)
(x,y)=(22.0541, 1.18176)
(x,y)=(19.8456, -0.848554)
(x,y)=(16.9651, -1.68689)
(x,y)=(19.935, -1.26344)
(x,y)=(16.9773, -0.761459)
(x,y)=(17.0171, 2.23828)
(x,y)=(15.6492, -0.431751)
(x,y)=(12.7224, 0.226525)
(x,y)=(15.5175, 1.31612)
(x,y)=(15.5572, 4.31586)
(x,y)=(18.2906, 5.5523)
(x,y)=(15.7449, 7.13955)
(x,y)=(18.6596, 7.84962)
(x,y)=(21.603, 7.26929)
(x,y)=(24.076, 8.96761)
(x,y)=(24.1157, 11.9673)
(x,y)=(26.0362, 9.66264)
(x,y)=(24.6684, 6.99261)
(x,y)=(27.6665, 7.09881)
(x,y)=(25.2395, 5.33542)
(x,y)=(27.7421, 6.9897)
(x,y)=(28.0997, 9.96832)
(x,y)=(31.048, 10.5227)
(x,y)=(32.5096, 7.90277)
(x,y)=(31.6587, 5.02598)
(x,y)=(32.9312, 2.30924)
(x,y)=(32.6792, 5.29864)
(x,y)=(29.9569, 6.55906)
(x,y)=(26.9573, 6.61207)
(x,y)=(24.9369, 4.39447)
(x,y)=(23.0783, 6.74936)
(x,y)=(22.3554, 3.83775)
(x,y)=(19.7163, 2.4111)
(x,y)=(22.6489, 1.77876)
(x,y)=(25.5922, 1.19843)
(x,y)=(27.7461, 3.28667)
(x,y)=(28.0509, 6.27115)
(x,y)=(28.9019, 3.39437)
(x,y)=(31.2812, 5.22158)
(x,y)=(29.5721, 2.75607)
(x,y)=(26.589, 3.07403)
(x,y)=(26.3635, 0.0825148)
(x,y)=(23.4757, 0.895232)
(x,y)=(24.2501, -2.0031)
(x,y)=(26.3287, 0.160078)
(x,y)=(28.9157, -1.35902)
(x,y)=(31.7887, -2.22264)
(x,y)=(32.665, 0.646512)
(x,y)=(31.1117, -1.92005)
(x,y)=(28.1286, -1.60209)
(x,y)=(25.1485, -1.94653)
(x,y)=(28.1184, -1.52308)
(x,y)=(28.7379, -4.45843)
(x,y)=(25.7379, -4.45852)
(x,y)=(25.7776, -1.45878)
(x,y)=(26.83, -4.26814)
(x,y)=(29.7733, -4.84847)
(x,y)=(27.0737, -3.54006)
(x,y)=(28.051, -0.703722)
(x,y)=(31.0172, -0.254091)
(x,y)=(33.3303, 1.65619)
(x,y)=(34.1303, 4.54758)
(x,y)=(32.3777, 2.11272)
(x,y)=(30.5401, -0.258583)
(x,y)=(33.4834, -0.838915)
(x,y)=(35.6373, 1.24933)
(x,y)=(38.2376, 2.74554)
(x,y)=(38.9346, 5.66343)
(x,y)=(36.4768, 3.94329)
(x,y)=(35.1564, 1.24947)
(x,y)=(37.8444, -0.0827918)
(x,y)=(40.7712, 0.575572)
(x,y)=(40.1258, 3.50533)
(x,y)=(37.5943, 1.89553)
(x,y)=(40.4434, 2.83522)
(x,y)=(42.0865, 5.34523)
(x,y)=(45.0635, 5.71604)
(x,y)=(46.6168, 3.14953)
(x,y)=(43.6168, 3.14944)
(x,y)=(45.6763, 0.968011)
(x,y)=(44.9791, 3.88588)
(x,y)=(46.7101, 6.33616)
(x,y)=(49.6959, 6.04461)
The .Test: After 130 steps, the subject has the following locations:
(x,y)=(49.6959, 6.04461)
 or
(m,a) = (50.0621, 0.121038)
Average outward distance per step = 0.385093
(x,y)=(-2.00081, 2.23534)
(x,y)=(-2.90251, -0.625946)
(x,y)=(-3.26014, 2.35266)
(x,y)=(-6.14062, 1.51433)
(x,y)=(-6.07424, -1.48494)
(x,y)=(-7.07665, -4.31251)
(x,y)=(-6.17487, -7.17377)
(x,y)=(-4.80697, -9.84376)
(x,y)=(-7.03349, -7.83314)
(x,y)=(-6.80799, -10.8246)
(x,y)=(-6.92736, -13.8223)
(x,y)=(-9.43008, -12.1681)
(x,y)=(-7.05073, -10.3409)
(x,y)=(-9.76181, -11.6254)
(x,y)=(-6.82921, -12.2578)
(x,y)=(-8.10166, -14.9745)
(x,y)=(-6.80521, -12.2691)
(x,y)=(-8.55776, -14.704)
(x,y)=(-7.91245, -11.7742)
(x,y)=(-4.95476, -11.2721)
(x,y)=(-3.44705, -13.8658)
(x,y)=(-1.01996, -15.6291)
(x,y)=(1.97252, -15.4168)
(x,y)=(-0.892729, -14.5278)
(x,y)=(-3.59237, -13.2194)
(x,y)=(-1.04671, -11.6321)
(x,y)=(1.73871, -12.7463)
(x,y)=(1.17141, -15.6921)
(x,y)=(-1.67765, -14.7525)
(x,y)=(-2.52855, -17.6293)
(x,y)=(0.058404, -19.1484)
(x,y)=(0.283902, -22.1399)
(x,y)=(-1.10758, -19.4822)
(x,y)=(-3.88303, -18.3434)
(x,y)=(-5.99968, -16.2174)
(x,y)=(-4.01873, -18.4703)
(x,y)=(-1.56081, -20.1904)
(x,y)=(0.735429, -22.121)
(x,y)=(-1.43686, -24.1901)
(x,y)=(-3.78356, -22.3211)
(x,y)=(-1.29558, -23.9974)
(x,y)=(1.6846, -24.3418)
(x,y)=(4.63774, -24.8699)
(x,y)=(1.89355, -26.0821)
(x,y)=(2.97068, -23.2822)
(x,y)=(4.95163, -25.5351)
(x,y)=(7.4973, -23.9478)
(x,y)=(6.6464, -26.8246)
(x,y)=(8.94264, -28.7552)
(x,y)=(6.12862, -27.7154)
(x,y)=(3.13156, -27.8481)
(x,y)=(3.1713, -24.8483)
(x,y)=(3.05193, -27.846)
(x,y)=(6.04618, -28.0316)
(x,y)=(5.04377, -30.8592)
(x,y)=(4.16735, -27.9901)
(x,y)=(6.86695, -26.6816)
(x,y)=(8.94557, -24.5184)
(x,y)=(10.9066, -26.7888)
(x,y)=(9.87909, -23.9702)
(x,y)=(12.3062, -25.7335)
(x,y)=(14.3069, -23.4981)
(x,y)=(16.5512, -25.489)
(x,y)=(14.2211, -27.3787)
(x,y)=(16.3565, -29.4858)
(x,y)=(13.3567, -29.5124)
(x,y)=(12.3542, -32.34)
(x,y)=(9.35612, -32.2339)
(x,y)=(8.15617, -34.9834)
(x,y)=(9.38041, -32.2446)
(x,y)=(8.45334, -29.3914)
(x,y)=(10.0965, -26.8814)
(x,y)=(7.24739, -25.9418)
(x,y)=(5.40975, -28.3131)
(x,y)=(8.35809, -27.7588)
(x,y)=(8.71563, -24.7802)
(x,y)=(7.51567, -27.5297)
(x,y)=(8.18698, -30.4536)
(x,y)=(7.80309, -33.429)
(x,y)=(9.40167, -35.9676)
(x,y)=(12.3343, -36.5999)
(x,y)=(12.1353, -33.6065)
(x,y)=(14.9492, -32.5666)
(x,y)=(14.0728, -29.6975)
(x,y)=(12.8485, -26.9587)
(x,y)=(15.5245, -25.6026)
(x,y)=(18.3565, -24.6126)
(x,y)=(21.347, -24.8513)
(x,y)=(18.4386, -25.5871)
(x,y)=(20.4981, -27.7685)
(x,y)=(18.1681, -29.6583)
(x,y)=(18.2078, -26.6585)
(x,y)=(15.4854, -25.3981)
(x,y)=(18.4844, -25.4777)
(x,y)=(21.3861, -24.7161)
(x,y)=(22.2624, -21.847)
(x,y)=(24.341, -19.6838)
(x,y)=(25.1666, -22.568)
(x,y)=(28.1665, -22.5944)
(x,y)=(30.2065, -20.3948)
(x,y)=(31.4549, -17.6669)
(x,y)=(29.9472, -20.2605)
(x,y)=(32.8277, -21.0988)
(x,y)=(31.5312, -18.3934)
(x,y)=(29.7146, -16.006)
(x,y)=(27.4528, -14.0351)
(x,y)=(29.5505, -16.1797)
(x,y)=(32.1375, -17.6988)
(x,y)=(31.4403, -14.7809)
(x,y)=(33.8197, -12.9537)
(x,y)=(33.0454, -15.8521)
(x,y)=(30.9287, -13.7261)
(x,y)=(27.9429, -14.0177)
(x,y)=(26.9655, -11.1814)
(x,y)=(24.4776, -12.8578)
(x,y)=(27.3506, -13.7214)
(x,y)=(24.4073, -14.3019)
(x,y)=(21.6026, -15.3667)
(x,y)=(20.2584, -12.6847)
(x,y)=(22.7314, -10.9864)
(x,y)=(25.7196, -10.7212)
(x,y)=(25.5206, -7.72777)
(x,y)=(22.7554, -8.8912)
(x,y)=(24.9278, -10.9602)
(x,y)=(24.7553, -13.9553)
(x,y)=(22.8349, -16.26)
(x,y)=(25.6755, -17.2248)
(x,y)=(23.8802, -19.6283)
(x,y)=(21.3774, -17.9741)
(x,y)=(18.6332, -19.1863)
(x,y)=(19.8575, -16.4474)
(x,y)=(16.9922, -15.5584)
(x,y)=(15.8656, -12.778)
(x,y)=(18.492, -11.328)
(x,y)=(21.4188, -10.6697)
(x,y)=(21.2198, -7.67627)
(x,y)=(23.8714, -6.27304)
(x,y)=(23.5403, -9.2547)
(x,y)=(21.6198, -11.5595)
(x,y)=(23.8988, -9.60854)
(x,y)=(24.4922, -6.6678)
(x,y)=(27.3494, -7.58215)
(x,y)=(24.359, -7.82088)
(x,y)=(27.3588, -7.84734)
(x,y)=(29.1543, -10.2507)
(x,y)=(30.2808, -7.47029)
(x,y)=(28.8425, -4.83757)
(x,y)=(31.8045, -5.31335)
(x,y)=(31.2372, -8.25922)
(x,y)=(29.9648, -10.976)
(x,y)=(29.4235, -8.02523)
(x,y)=(31.3234, -5.70356)
(x,y)=(34.0677, -6.91567)
(x,y)=(36.5992, -8.52539)
(x,y)=(39.5692, -8.10194)
(x,y)=(36.5767, -7.88977)
(x,y)=(34.9782, -10.4284)
(x,y)=(36.5991, -7.90402)
(x,y)=(33.5996, -7.85101)
(x,y)=(36.3947, -6.76141)
(x,y)=(37.9481, -9.32792)
(x,y)=(40.3113, -11.176)
(x,y)=(41.2886, -8.33971)
(x,y)=(43.5503, -6.36875)
(x,y)=(44.6768, -3.58829)
(x,y)=(43.5257, -6.35867)
(x,y)=(41.264, -4.38777)
(x,y)=(43.9863, -3.12727)
(x,y)=(43.6815, -0.142803)
(x,y)=(44.8326, -2.91314)
(x,y)=(47.4461, -4.38621)
(x,y)=(49.9634, -6.0182)
The .Test: After 172 steps, the subject has the following locations:
(x,y)=(49.9634, -6.0182)
 or
(m,a) = (50.3245, -0.119875)
Average outward distance per step = 0.292584
(x,y)=(2.8047, -1.06473)
(x,y)=(0.0605107, -2.27693)
(x,y)=(-1.09058, -5.0473)
(x,y)=(1.60902, -3.73881)
(x,y)=(0.758116, -6.61561)
(x,y)=(-1.7734, -8.2254)
(x,y)=(-3.18827, -10.8708)
(x,y)=(-5.96372, -9.73197)
(x,y)=(-8.13601, -11.8011)
(x,y)=(-6.83956, -9.09566)
(x,y)=(-9.06608, -7.08504)
(x,y)=(-6.5781, -8.76134)
(x,y)=(-8.94119, -10.6095)
(x,y)=(-9.48248, -7.65876)
(x,y)=(-6.56153, -8.34292)
(x,y)=(-6.04638, -11.2984)
(x,y)=(-7.53108, -8.69151)
(x,y)=(-4.72637, -9.75624)
(x,y)=(-5.57727, -12.633)
(x,y)=(-2.57739, -12.6595)
(x,y)=(-2.56411, -15.6595)
(x,y)=(-1.31559, -18.3873)
(x,y)=(-4.15619, -19.3522)
(x,y)=(-4.64517, -16.3923)
(x,y)=(-6.39772, -18.8272)
(x,y)=(-5.47074, -15.974)
(x,y)=(-8.47074, -15.9741)
(x,y)=(-11.4088, -15.3677)
(x,y)=(-14.1422, -14.1314)
(x,y)=(-15.6037, -16.7513)
(x,y)=(-13.7037, -14.4296)
(x,y)=(-16.017, -12.5194)
(x,y)=(-13.0189, -12.4132)
(x,y)=(-10.1105, -13.149)
(x,y)=(-7.31535, -12.0594)
(x,y)=(-9.90226, -13.5785)
(x,y)=(-10.9297, -10.76)
(x,y)=(-11.704, -13.6583)
(x,y)=(-9.29272, -11.8735)
(x,y)=(-11.9688, -10.5175)
(x,y)=(-9.85219, -8.3915)
(x,y)=(-12.848, -8.23234)
(x,y)=(-10.1368, -9.51681)
(x,y)=(-12.0573, -11.8216)
(x,y)=(-12.4938, -8.8535)
(x,y)=(-9.49483, -8.93306)
(x,y)=(-11.791, -10.8637)
(x,y)=(-10.4469, -8.18171)
(x,y)=(-13.4458, -8.26137)
(x,y)=(-15.5245, -6.09825)
(x,y)=(-12.9648, -7.66291)
(x,y)=(-12.6336, -10.6446)
(x,y)=(-11.2186, -13.2899)
(x,y)=(-13.7214, -11.6357)
(x,y)=(-11.0823, -13.0623)
(x,y)=(-11.3606, -16.0493)
(x,y)=(-11.003, -13.0707)
(x,y)=(-8.00727, -12.9115)
(x,y)=(-6.12786, -15.2498)
(x,y)=(-6.40619, -18.2369)
(x,y)=(-8.44626, -16.0373)
(x,y)=(-8.69823, -13.0479)
(x,y)=(-8.07879, -15.9833)
(x,y)=(-10.7304, -14.5801)
(x,y)=(-12.7509, -16.7977)
(x,y)=(-10.7304, -19.0152)
(x,y)=(-12.828, -21.1599)
(x,y)=(-12.2347, -18.2192)
(x,y)=(-11.9828, -15.2298)
(x,y)=(-9.00264, -15.5741)
(x,y)=(-6.67258, -17.4638)
(x,y)=(-6.34133, -20.4455)
(x,y)=(-5.11708, -17.7066)
(x,y)=(-2.67454, -15.9648)
(x,y)=(-0.465899, -17.995)
(x,y)=(1.26503, -15.5448)
(x,y)=(2.06496, -12.6534)
(x,y)=(2.26388, -9.65998)
(x,y)=(1.59266, -12.5839)
(x,y)=(0.392704, -15.3335)
(x,y)=(3.19741, -16.3982)
(x,y)=(0.402238, -15.3087)
(x,y)=(-1.24095, -12.7987)
(x,y)=(-3.77246, -14.4085)
(x,y)=(-6.77141, -14.4882)
(x,y)=(-3.77892, -14.2759)
(x,y)=(-6.64417, -13.3869)
(x,y)=(-9.11722, -11.6887)
(x,y)=(-11.9745, -12.6031)
(x,y)=(-12.7999, -15.4873)
(x,y)=(-13.1576, -12.5087)
(x,y)=(-10.5706, -14.0278)
(x,y)=(-8.12808, -12.2859)
(x,y)=(-9.44842, -14.9798)
(x,y)=(-6.72608, -13.7193)
(x,y)=(-3.81771, -14.455)
(x,y)=(-1.47107, -12.586)
(x,y)=(1.43066, -11.8244)
(x,y)=(2.07598, -8.89466)
(x,y)=(5.07022, -9.08033)
(x,y)=(2.07974, -9.31907)
(x,y)=(4.45909, -7.49186)
(x,y)=(1.45956, -7.43885)
(x,y)=(3.35952, -5.11718)
(x,y)=(0.421437, -4.51081)
(x,y)=(-0.827004, -1.78292)
(x,y)=(-3.62217, -0.693408)
(x,y)=(-5.68156, -2.8749)
(x,y)=(-8.64358, -3.35077)
(x,y)=(-7.0902, -5.91728)
(x,y)=(-4.33538, -4.72942)
(x,y)=(-1.53068, -5.79415)
(x,y)=(-4.42556, -6.58136)
(x,y)=(-4.91453, -3.62148)
(x,y)=(-1.96138, -4.14962)
(x,y)=(-4.69477, -2.91326)
(x,y)=(-6.10965, -5.55866)
(x,y)=(-5.46433, -2.62889)
(x,y)=(-8.35921, -3.4161)
(x,y)=(-11.2676, -4.15194)
(x,y)=(-11.44, -7.14698)
(x,y)=(-14.3883, -6.59273)
(x,y)=(-11.9458, -4.85089)
(x,y)=(-9.94505, -2.61549)
(x,y)=(-7.86643, -0.452317)
(x,y)=(-10.8663, -0.478871)
(x,y)=(-8.1115, 0.708987)
(x,y)=(-11.0998, 0.974093)
(x,y)=(-12.6531, -1.59247)
(x,y)=(-12.1903, -4.55656)
(x,y)=(-11.0147, -1.79648)
(x,y)=(-13.0352, -4.01409)
(x,y)=(-11.7387, -1.30868)
(x,y)=(-10.7865, -4.15353)
(x,y)=(-8.42332, -6.00165)
(x,y)=(-5.42437, -6.08121)
(x,y)=(-6.81586, -3.42344)
(x,y)=(-3.89491, -4.1076)
(x,y)=(-6.41213, -5.73966)
(x,y)=(-3.44216, -5.31621)
(x,y)=(-6.43042, -5.0511)
(x,y)=(-7.35749, -2.19794)
(x,y)=(-10.0909, -0.961584)
(x,y)=(-12.8133, 0.298835)
(x,y)=(-10.0086, -0.765895)
(x,y)=(-8.76004, -3.49375)
(x,y)=(-7.07275, -1.01321)
(x,y)=(-5.45184, 1.5112)
(x,y)=(-2.75224, 2.81969)
(x,y)=(-1.50372, 0.0918398)
(x,y)=(-4.47732, -0.305305)
(x,y)=(-1.54472, -0.937648)
(x,y)=(0.120623, -3.43297)
(x,y)=(2.65218, -5.04269)
(x,y)=(2.58589, -8.04196)
(x,y)=(3.33452, -5.13687)
(x,y)=(0.34403, -5.3756)
(x,y)=(2.51638, -7.44463)
(x,y)=(4.68874, -9.51366)
(x,y)=(3.91443, -12.412)
(x,y)=(6.67969, -13.5754)
(x,y)=(3.68015, -13.5223)
(x,y)=(6.68004, -13.5488)
(x,y)=(7.42866, -10.6437)
(x,y)=(4.49608, -11.2761)
(x,y)=(4.695, -8.28274)
(x,y)=(6.77362, -6.11957)
(x,y)=(7.41894, -3.1898)
(x,y)=(5.62356, -5.59325)
(x,y)=(8.51845, -6.38038)
(x,y)=(8.29305, -9.3719)
(x,y)=(10.2938, -7.1365)
(x,y)=(12.6893, -8.9425)
(x,y)=(11.1587, -6.36234)
(x,y)=(11.2515, -3.36377)
(x,y)=(12.0771, -6.24794)
(x,y)=(14.3035, -4.23725)
(x,y)=(15.4791, -1.47717)
(x,y)=(13.0213, -3.19732)
(x,y)=(14.4828, -5.81721)
(x,y)=(16.9407, -7.53728)
(x,y)=(16.7417, -4.54389)
(x,y)=(16.5163, -7.53541)
(x,y)=(18.5949, -5.37224)
(x,y)=(18.5551, -2.3725)
(x,y)=(16.1125, -0.630741)
(x,y)=(18.9445, 0.359232)
(x,y)=(15.9745, 0.782592)
(x,y)=(13.0796, -0.00462004)
(x,y)=(15.988, -0.740376)
(x,y)=(15.7097, -3.72744)
(x,y)=(17.3306, -1.20302)
(x,y)=(15.2139, 0.922953)
(x,y)=(13.3139, 3.24457)
(x,y)=(10.4999, 4.28443)
(x,y)=(13.4482, 4.83878)
(x,y)=(12.1279, 2.14495)
(x,y)=(12.1147, -0.855017)
(x,y)=(12.2606, 2.14143)
(x,y)=(13.0092, 5.04653)
(x,y)=(15.3558, 6.91556)
(x,y)=(17.0431, 9.3961)
(x,y)=(19.0041, 7.12575)
(x,y)=(19.256, 10.1152)
(x,y)=(18.1049, 7.34478)
(x,y)=(20.5628, 5.62471)
(x,y)=(18.9868, 8.17738)
(x,y)=(17.6664, 5.48355)
(x,y)=(16.6389, 8.30211)
(x,y)=(17.5659, 11.1553)
(x,y)=(14.7339, 12.1452)
(x,y)=(17.0129, 14.0961)
(x,y)=(18.7222, 11.6307)
(x,y)=(15.9368, 10.5164)
(x,y)=(18.6702, 11.7528)
(x,y)=(17.6678, 8.92524)
(x,y)=(19.3987, 11.3755)
(x,y)=(20.6472, 8.64766)
(x,y)=(23.0104, 6.79954)
(x,y)=(23.6557, 9.72931)
(x,y)=(22.1942, 7.10938)
(x,y)=(19.1947, 7.16239)
(x,y)=(17.0407, 9.25057)
(x,y)=(20.0265, 8.95902)
(x,y)=(23.017, 8.72038)
(x,y)=(24.0195, 5.89283)
(x,y)=(26.9997, 5.54848)
(x,y)=(27.4099, 8.5203)
(x,y)=(27.6618, 11.5097)
(x,y)=(30.2881, 12.9597)
(x,y)=(31.8186, 15.5399)
(x,y)=(34.0451, 17.5506)
(x,y)=(36.9831, 18.157)
(x,y)=(33.9974, 17.8654)
(x,y)=(31.6507, 19.7343)
(x,y)=(33.2266, 22.287)
(x,y)=(33.1073, 19.2894)
(x,y)=(31.2072, 21.611)
(x,y)=(30.3817, 18.7268)
(x,y)=(32.9133, 17.1171)
(x,y)=(31.1607, 14.6823)
(x,y)=(32.5049, 17.3643)
(x,y)=(34.4254, 15.0596)
(x,y)=(37.3059, 14.2213)
(x,y)=(36.0334, 11.5046)
(x,y)=(37.3776, 14.1866)
(x,y)=(40.3607, 14.5047)
(x,y)=(39.9768, 11.5293)
(x,y)=(38.1182, 13.8842)
(x,y)=(40.7051, 12.3651)
(x,y)=(40.3475, 15.3437)
(x,y)=(43.2744, 16.0021)
(x,y)=(45.3721, 13.8574)
(x,y)=(44.857, 10.902)
(x,y)=(47.7061, 11.8417)
(x,y)=(49.8784, 9.77265)
The .Test: After 256 steps, the subject has the following locations:
(x,y)=(49.8784, 9.77265)
 or
(m,a) = (50.8268, 0.193478)
Average outward distance per step = 0.198542
